timestamp,server_id,cpu_usage,memory_usage,disk_io,network_traffic,anomaly_flag
2026-02-12 02:32:41.227586,2,38.37,61.18,81.36,372.87,0
2026-02-12 02:32:42.227586,1,51.29,63.95,100.68,249.03,0
2026-02-12 02:32:43.227586,3,39.2,71.61,113.21,273.4,0
2026-02-12 02:32:44.227586,4,45.07,63.35,119.24,334.5,0
2026-02-12 02:32:45.227586,3,58.31,62.94,92.69,260.13,0
2026-02-12 02:32:46.227586,4,71.26,73.55,119.15,254.99,0
2026-02-12 02:32:47.227586,3,46.88,64.68,98.99,367.99,0
2026-02-12 02:32:48.227586,1,48.07,54.48,97.96,311.39,0
2026-02-12 02:32:49.227586,1,67.61,50.6,81.65,247.86,0
2026-02-12 02:32:50.227586,1,48.52,66.88,94.86,259.0,0
2026-02-12 02:32:51.227586,5,62.19,60.2,118.68,360.95,0
2026-02-12 02:32:52.227586,1,68.42,57.53,71.47,289.66,0
2026-02-12 02:32:53.227586,1,36.64,53.89,111.94,276.51,0
2026-02-12 02:32:54.227586,1,67.81,62.13,123.75,337.27,0
2026-02-12 02:32:55.227586,5,57.78,59.41,102.82,391.87,0
2026-02-12 02:32:56.227586,1,93.67,97.83,338.0,1013.79,1
2026-02-12 02:32:57.227586,4,51.23,59.29,92.22,287.98,0
2026-02-12 02:32:58.227586,2,50.04,55.34,101.99,287.6,0
2026-02-12 02:32:59.227586,1,60.13,50.64,97.84,278.61,0
2026-02-12 02:33:00.227586,5,58.6,65.92,73.37,300.71,0
2026-02-12 02:33:01.227586,5,50.21,51.5,105.99,329.39,0
2026-02-12 02:33:02.227586,3,57.28,66.04,94.69,321.09,0
2026-02-12 02:33:03.227586,5,51.61,60.64,104.69,297.98,0
2026-02-12 02:33:04.227586,5,53.46,62.01,71.56,312.02,0
2026-02-12 02:33:05.227586,5,50.1,49.06,159.65,289.4,0
2026-02-12 02:33:06.227586,2,47.31,57.94,95.06,181.1,0
2026-02-12 02:33:07.227586,1,37.35,50.59,109.46,265.67,0
2026-02-12 02:33:08.227586,4,48.09,50.45,116.59,249.28,0
2026-02-12 02:33:09.227586,3,37.55,64.21,138.26,257.06,0
2026-02-12 02:33:10.227586,2,42.41,51.32,69.8,206.27,0
2026-02-12 02:33:11.227586,5,32.1,51.66,81.74,371.57,0
2026-02-12 02:33:12.227586,1,40.43,59.92,100.29,278.02,0
2026-02-12 02:33:13.227586,4,39.15,61.38,108.93,343.55,0
2026-02-12 02:33:14.227586,4,52.18,61.24,75.18,284.43,0
2026-02-12 02:33:15.227586,4,48.82,57.87,102.44,253.16,0
2026-02-12 02:33:16.227586,4,55.91,56.77,93.66,317.72,0
2026-02-12 02:33:17.227586,2,51.28,54.04,84.35,290.72,0
2026-02-12 02:33:18.227586,4,44.38,73.06,76.34,277.05,0
2026-02-12 02:33:19.227586,5,54.3,56.88,104.58,299.87,0
2026-02-12 02:33:20.227586,3,44.41,83.03,81.99,197.95,0
2026-02-12 02:33:21.227586,3,45.96,57.67,73.37,265.94,0
2026-02-12 02:33:22.227586,4,51.66,64.99,81.24,296.68,0
2026-02-12 02:33:23.227586,5,41.39,45.43,121.56,374.61,0
2026-02-12 02:33:24.227586,2,57.65,58.32,92.66,280.61,0
2026-02-12 02:33:25.227586,1,46.69,58.39,71.25,259.42,0
2026-02-12 02:33:26.227586,5,57.6,67.48,110.98,257.23,0
2026-02-12 02:33:27.227586,3,48.97,59.77,81.7,253.03,0
2026-02-12 02:33:28.227586,4,42.29,56.67,125.45,250.21,0
2026-02-12 02:33:29.227586,4,43.0,51.67,85.04,215.59,0
2026-02-12 02:33:30.227586,3,44.98,43.46,119.22,304.9,0
2026-02-12 02:33:31.227586,2,90.62,94.5,478.47,1114.17,1
2026-02-12 02:33:32.227586,1,61.12,59.15,109.62,329.96,0
2026-02-12 02:33:33.227586,4,32.22,71.7,80.15,310.94,0
2026-02-12 02:33:34.227586,2,63.3,67.25,90.18,218.57,0
2026-02-12 02:33:35.227586,2,57.69,51.48,98.11,375.07,0
2026-02-12 02:33:36.227586,1,99.01,97.3,415.46,1020.87,1
2026-02-12 02:33:37.227586,1,47.27,50.53,86.76,285.2,0
2026-02-12 02:33:38.227586,1,62.63,59.03,116.68,273.68,0
2026-02-12 02:33:39.227586,2,48.82,53.66,75.93,264.86,0
2026-02-12 02:33:40.227586,3,52.59,51.3,101.96,397.59,0
2026-02-12 02:33:41.227586,4,46.77,53.93,129.85,248.52,0
2026-02-12 02:33:42.227586,3,55.96,66.48,120.22,311.04,0
2026-02-12 02:33:43.227586,4,54.45,48.36,139.13,292.01,0
2026-02-12 02:33:44.227586,1,54.86,51.23,85.63,323.81,0
2026-02-12 02:33:45.227586,3,75.32,58.46,82.66,289.41,0
2026-02-12 02:33:46.227586,4,54.29,52.15,91.71,243.59,0
2026-02-12 02:33:47.227586,1,49.17,55.36,89.24,288.69,0
2026-02-12 02:33:48.227586,3,40.71,68.0,87.49,229.5,0
2026-02-12 02:33:49.227586,3,54.76,58.4,102.97,303.83,0
2026-02-12 02:33:50.227586,4,55.38,56.44,99.49,315.45,0
2026-02-12 02:33:51.227586,5,47.03,53.16,119.95,251.67,0
2026-02-12 02:33:52.227586,2,41.31,55.04,62.01,291.08,0
2026-02-12 02:33:53.227586,1,39.13,64.58,122.63,359.6,0
2026-02-12 02:33:54.227586,2,51.64,51.64,122.15,274.44,0
2026-02-12 02:33:55.227586,3,45.76,56.53,105.44,400.37,0
2026-02-12 02:33:56.227586,2,55.61,61.55,94.14,351.07,0
2026-02-12 02:33:57.227586,1,54.69,66.44,148.54,233.17,0
2026-02-12 02:33:58.227586,1,50.3,52.86,114.96,311.76,0
2026-02-12 02:33:59.227586,1,43.51,58.56,93.2,351.23,0
2026-02-12 02:34:00.227586,2,46.42,58.4,110.19,206.81,0
2026-02-12 02:34:01.227586,5,37.06,66.36,58.84,317.92,0
2026-02-12 02:34:02.227586,1,48.56,57.23,105.42,265.62,0
2026-02-12 02:34:03.227586,5,62.44,70.67,117.5,261.02,0
2026-02-12 02:34:04.227586,5,46.86,64.74,111.15,277.77,0
2026-02-12 02:34:05.227586,1,57.06,63.21,111.62,314.93,0
2026-02-12 02:34:06.227586,3,32.59,53.77,89.87,255.75,0
2026-02-12 02:34:07.227586,5,47.05,56.99,85.02,274.58,0
2026-02-12 02:34:08.227586,3,50.74,53.71,90.07,325.34,0
2026-02-12 02:34:09.227586,1,45.04,64.98,108.69,287.26,0
2026-02-12 02:34:10.227586,4,50.87,58.0,60.67,328.26,0
2026-02-12 02:34:11.227586,5,86.94,89.2,424.16,1068.06,1
2026-02-12 02:34:12.227586,2,50.42,61.82,94.62,321.71,0
2026-02-12 02:34:13.227586,4,56.9,69.1,74.29,238.88,0
2026-02-12 02:34:14.227586,2,45.15,68.34,117.26,301.84,0
2026-02-12 02:34:15.227586,5,34.63,65.91,128.95,340.68,0
2026-02-12 02:34:16.227586,4,45.47,66.43,75.53,358.74,0
2026-02-12 02:34:17.227586,1,93.4,97.87,462.18,1154.12,1
2026-02-12 02:34:18.227586,1,44.38,57.17,92.9,352.93,0
2026-02-12 02:34:19.227586,5,43.44,59.72,109.46,317.62,0
2026-02-12 02:34:20.227586,4,72.99,61.26,75.49,394.95,0
2026-02-12 02:34:21.227586,2,41.36,62.09,120.4,307.0,0
2026-02-12 02:34:22.227586,4,64.11,60.08,101.23,354.25,0
2026-02-12 02:34:23.227586,1,45.67,77.11,129.69,280.65,0
2026-02-12 02:34:24.227586,3,92.03,91.63,451.71,1057.92,1
2026-02-12 02:34:25.227586,1,27.21,59.78,113.82,371.58,0
2026-02-12 02:34:26.227586,4,41.23,59.18,101.38,270.43,0
2026-02-12 02:34:27.227586,4,46.85,54.92,48.62,302.06,0
2026-02-12 02:34:28.227586,4,53.93,68.12,138.55,270.23,0
2026-02-12 02:34:29.227586,2,51.47,65.73,101.4,235.27,0
2026-02-12 02:34:30.227586,5,49.07,57.82,73.05,190.06,0
2026-02-12 02:34:31.227586,1,43.78,68.57,132.74,367.88,0
2026-02-12 02:34:32.227586,3,92.44,97.61,406.33,833.08,1
2026-02-12 02:34:33.227586,3,47.07,65.96,51.99,357.78,0
2026-02-12 02:34:34.227586,3,44.29,68.03,102.42,218.25,0
2026-02-12 02:34:35.227586,4,26.54,52.0,108.28,271.68,0
2026-02-12 02:34:36.227586,2,41.75,53.68,105.12,234.69,0
2026-02-12 02:34:37.227586,1,47.89,71.98,127.78,276.88,0
2026-02-12 02:34:38.227586,5,45.78,51.86,104.52,307.1,0
2026-02-12 02:34:39.227586,4,53.95,52.81,88.66,223.4,0
2026-02-12 02:34:40.227586,5,51.1,65.62,70.87,307.49,0
2026-02-12 02:34:41.227586,4,42.19,67.28,98.36,179.15,0
2026-02-12 02:34:42.227586,5,60.1,56.93,72.79,374.05,0
2026-02-12 02:34:43.227586,3,38.94,49.52,101.79,320.24,0
2026-02-12 02:34:44.227586,4,45.85,57.61,112.01,342.63,0
2026-02-12 02:34:45.227586,4,42.43,72.27,112.5,273.33,0
2026-02-12 02:34:46.227586,1,93.06,90.18,418.29,1117.36,1
2026-02-12 02:34:47.227586,5,88.51,90.42,307.04,1092.09,1
2026-02-12 02:34:48.227586,3,48.81,51.33,46.95,289.97,0
2026-02-12 02:34:49.227586,1,39.21,69.15,110.21,290.05,0
2026-02-12 02:34:50.227586,1,49.98,65.82,104.64,304.3,0
2026-02-12 02:34:51.227586,5,50.33,64.7,97.09,366.25,0
2026-02-12 02:34:52.227586,1,46.37,52.3,106.13,291.17,0
2026-02-12 02:34:53.227586,1,62.6,63.63,108.8,369.48,0
2026-02-12 02:34:54.227586,3,33.87,42.63,63.59,418.1,0
2026-02-12 02:34:55.227586,1,47.83,62.31,107.3,255.87,0
2026-02-12 02:34:56.227586,5,55.04,63.29,74.51,224.53,0
2026-02-12 02:34:57.227586,4,52.87,60.61,81.89,314.66,0
2026-02-12 02:34:58.227586,3,91.94,92.5,380.97,1032.11,1
2026-02-12 02:34:59.227586,3,49.29,61.57,129.55,327.23,0
2026-02-12 02:35:00.227586,3,63.07,62.03,89.89,285.75,0
2026-02-12 02:35:01.227586,5,33.33,58.49,87.34,342.96,0
2026-02-12 02:35:02.227586,5,62.52,53.59,71.71,349.99,0
2026-02-12 02:35:03.227586,1,56.6,65.98,92.33,226.38,0
2026-02-12 02:35:04.227586,5,42.67,58.26,109.2,363.73,0
2026-02-12 02:35:05.227586,2,52.92,56.3,75.09,242.32,0
2026-02-12 02:35:06.227586,1,38.26,60.4,81.44,262.9,0
2026-02-12 02:35:07.227586,3,37.06,79.41,98.18,333.95,0
2026-02-12 02:35:08.227586,4,65.33,68.73,84.28,192.83,0
2026-02-12 02:35:09.227586,3,32.3,60.47,77.41,361.67,0
2026-02-12 02:35:10.227586,2,71.69,48.37,107.24,268.44,0
2026-02-12 02:35:11.227586,3,51.23,63.74,74.36,282.64,0
2026-02-12 02:35:12.227586,2,98.62,87.67,466.57,974.55,1
2026-02-12 02:35:13.227586,2,89.94,94.32,491.07,956.12,1
2026-02-12 02:35:14.227586,1,50.78,62.69,54.55,327.75,0
2026-02-12 02:35:15.227586,3,46.63,72.22,90.78,347.23,0
2026-02-12 02:35:16.227586,2,87.88,85.01,314.04,1005.49,1
2026-02-12 02:35:17.227586,3,35.07,47.21,91.97,286.39,0
2026-02-12 02:35:18.227586,2,46.8,70.24,116.08,316.05,0
2026-02-12 02:35:19.227586,4,44.68,53.4,137.45,278.67,0
2026-02-12 02:35:20.227586,4,49.94,63.12,106.38,280.21,0
2026-02-12 02:35:21.227586,5,58.04,59.29,116.17,280.82,0
2026-02-12 02:35:22.227586,2,57.44,59.5,122.51,295.56,0
2026-02-12 02:35:23.227586,5,49.11,62.06,103.62,282.4,0
2026-02-12 02:35:24.227586,5,62.96,62.66,100.57,307.15,0
2026-02-12 02:35:25.227586,4,41.65,57.75,105.53,318.17,0
2026-02-12 02:35:26.227586,5,45.03,62.16,76.47,261.5,0
2026-02-12 02:35:27.227586,2,28.77,49.0,93.79,352.49,0
2026-02-12 02:35:28.227586,5,47.71,68.11,126.57,277.33,0
2026-02-12 02:35:29.227586,2,55.92,74.49,84.35,394.96,0
2026-02-12 02:35:30.227586,3,93.49,98.97,354.19,1116.96,1
2026-02-12 02:35:31.227586,5,43.17,57.95,124.05,281.73,0
2026-02-12 02:35:32.227586,1,37.57,55.22,79.13,370.18,0
2026-02-12 02:35:33.227586,4,47.35,60.59,127.05,341.89,0
2026-02-12 02:35:34.227586,2,44.21,63.49,102.83,303.02,0
2026-02-12 02:35:35.227586,2,50.38,48.8,91.51,359.71,0
2026-02-12 02:35:36.227586,4,59.67,62.31,84.9,350.66,0
2026-02-12 02:35:37.227586,2,53.28,54.39,114.28,374.65,0
2026-02-12 02:35:38.227586,2,57.62,64.45,105.1,284.59,0
2026-02-12 02:35:39.227586,4,43.74,59.32,117.58,277.81,0
2026-02-12 02:35:40.227586,4,38.24,63.13,77.0,303.26,0
2026-02-12 02:35:41.227586,4,71.93,55.27,107.15,263.09,0
2026-02-12 02:35:42.227586,3,38.45,56.71,122.0,326.92,0
2026-02-12 02:35:43.227586,4,57.88,64.37,120.19,304.3,0
2026-02-12 02:35:44.227586,4,51.05,74.26,82.19,258.28,0
2026-02-12 02:35:45.227586,5,43.63,58.56,96.63,272.74,0
2026-02-12 02:35:46.227586,4,46.24,55.45,127.37,299.44,0
2026-02-12 02:35:47.227586,4,60.49,63.59,90.73,216.83,0
2026-02-12 02:35:48.227586,3,45.22,65.54,88.15,363.02,0
2026-02-12 02:35:49.227586,1,92.06,90.62,484.42,1076.24,1
2026-02-12 02:35:50.227586,1,52.75,65.52,119.41,307.56,0
2026-02-12 02:35:51.227586,4,49.74,58.93,81.78,285.47,0
2026-02-12 02:35:52.227586,2,97.05,92.48,343.41,858.07,1
2026-02-12 02:35:53.227586,5,60.73,48.7,105.6,414.26,0
2026-02-12 02:35:54.227586,4,71.46,66.14,85.5,290.35,0
2026-02-12 02:35:55.227586,4,66.89,72.45,133.02,282.79,0
2026-02-12 02:35:56.227586,4,37.52,68.36,127.26,404.36,0
2026-02-12 02:35:57.227586,5,52.81,67.23,108.13,380.13,0
2026-02-12 02:35:58.227586,3,53.72,58.05,137.01,275.08,0
2026-02-12 02:35:59.227586,5,50.07,60.54,143.33,225.48,0
2026-02-12 02:36:00.227586,4,42.41,53.63,85.27,312.71,0
2026-02-12 02:36:01.227586,4,36.23,67.93,83.21,342.66,0
2026-02-12 02:36:02.227586,2,28.42,57.37,121.64,263.09,0
2026-02-12 02:36:03.227586,5,44.42,63.68,137.19,304.07,0
2026-02-12 02:36:04.227586,3,53.06,64.79,101.48,360.6,0
2026-02-12 02:36:05.227586,3,45.14,74.41,107.81,363.29,0
2026-02-12 02:36:06.227586,2,57.84,73.51,70.78,334.76,0
2026-02-12 02:36:07.227586,5,39.01,57.07,104.61,289.67,0
2026-02-12 02:36:08.227586,1,57.52,47.25,99.82,390.98,0
2026-02-12 02:36:09.227586,3,51.55,54.52,97.26,346.15,0
2026-02-12 02:36:10.227586,5,48.75,64.87,112.03,296.07,0
2026-02-12 02:36:11.227586,4,39.32,59.83,102.09,308.26,0
2026-02-12 02:36:12.227586,1,54.42,49.84,100.6,303.26,0
2026-02-12 02:36:13.227586,2,23.38,68.44,78.21,280.89,0
2026-02-12 02:36:14.227586,4,66.44,50.76,71.53,329.86,0
2026-02-12 02:36:15.227586,3,55.1,48.91,110.31,270.86,0
2026-02-12 02:36:16.227586,5,58.83,67.33,121.04,232.51,0
2026-02-12 02:36:17.227586,3,80.94,59.03,138.25,220.23,0
2026-02-12 02:36:18.227586,5,38.66,55.16,120.64,315.23,0
2026-02-12 02:36:19.227586,4,60.44,46.14,109.02,370.28,0
2026-02-12 02:36:20.227586,5,43.73,63.24,71.85,339.69,0
2026-02-12 02:36:21.227586,4,38.88,65.24,95.47,311.45,0
2026-02-12 02:36:22.227586,4,45.81,55.95,81.48,297.2,0
2026-02-12 02:36:23.227586,4,44.67,59.89,120.72,274.35,0
2026-02-12 02:36:24.227586,3,78.34,52.88,135.3,345.34,0
2026-02-12 02:36:25.227586,4,47.78,59.39,114.65,267.93,0
2026-02-12 02:36:26.227586,5,37.01,54.04,97.79,243.43,0
2026-02-12 02:36:27.227586,5,74.73,64.83,103.09,264.95,0
2026-02-12 02:36:28.227586,3,65.17,63.97,140.21,376.95,0
2026-02-12 02:36:29.227586,2,44.09,63.2,112.36,363.82,0
2026-02-12 02:36:30.227586,4,46.35,67.82,105.76,368.1,0
2026-02-12 02:36:31.227586,3,43.2,68.73,107.23,275.91,0
2026-02-12 02:36:32.227586,1,46.91,54.4,92.64,308.61,0
2026-02-12 02:36:33.227586,2,47.8,60.85,75.94,325.62,0
2026-02-12 02:36:34.227586,1,43.23,55.12,99.63,414.11,0
2026-02-12 02:36:35.227586,3,46.39,54.12,98.73,322.42,0
2026-02-12 02:36:36.227586,3,48.63,71.04,95.02,380.23,0
2026-02-12 02:36:37.227586,1,39.55,78.32,72.36,162.24,0
2026-02-12 02:36:38.227586,4,45.3,57.67,110.04,292.71,0
2026-02-12 02:36:39.227586,3,20.69,63.65,96.03,353.64,0
2026-02-12 02:36:40.227586,4,57.94,46.73,121.09,348.86,0
2026-02-12 02:36:41.227586,5,62.38,65.55,90.66,349.25,0
2026-02-12 02:36:42.227586,5,45.72,55.02,77.92,321.08,0
2026-02-12 02:36:43.227586,5,69.68,58.56,81.55,250.9,0
2026-02-12 02:36:44.227586,5,36.94,53.71,95.87,327.95,0
2026-02-12 02:36:45.227586,5,24.3,56.81,120.82,314.58,0
2026-02-12 02:36:46.227586,4,70.33,65.78,97.92,277.85,0
2026-02-12 02:36:47.227586,5,61.36,55.28,93.46,287.62,0
2026-02-12 02:36:48.227586,5,63.62,61.27,69.32,343.18,0
2026-02-12 02:36:49.227586,1,25.47,53.36,67.85,311.35,0
2026-02-12 02:36:50.227586,5,41.95,61.29,114.12,266.68,0
2026-02-12 02:36:51.227586,4,52.12,69.2,87.16,324.7,0
2026-02-12 02:36:52.227586,4,26.61,58.77,104.68,303.22,0
2026-02-12 02:36:53.227586,2,47.75,67.16,82.37,357.45,0
2026-02-12 02:36:54.227586,4,49.82,62.66,90.65,235.44,0
2026-02-12 02:36:55.227586,5,37.29,53.52,100.69,219.68,0
2026-02-12 02:36:56.227586,2,56.0,56.84,105.63,321.52,0
2026-02-12 02:36:57.227586,4,89.17,86.71,301.37,1182.02,1
2026-02-12 02:36:58.227586,1,45.6,52.61,74.92,367.66,0
2026-02-12 02:36:59.227586,4,31.74,64.3,94.4,274.71,0
2026-02-12 02:37:00.227586,2,51.7,43.72,85.1,238.83,0
2026-02-12 02:37:01.227586,1,67.12,69.76,117.69,298.7,0
2026-02-12 02:37:02.227586,5,44.68,53.81,131.46,285.63,0
2026-02-12 02:37:03.227586,2,48.38,58.7,108.89,390.43,0
2026-02-12 02:37:04.227586,3,15.15,67.44,93.24,321.63,0
2026-02-12 02:37:05.227586,2,63.14,51.97,107.55,414.43,0
2026-02-12 02:37:06.227586,3,48.24,72.94,75.58,281.6,0
2026-02-12 02:37:07.227586,4,69.19,48.18,133.35,376.35,0
2026-02-12 02:37:08.227586,1,56.79,67.67,110.28,366.82,0
2026-02-12 02:37:09.227586,1,90.34,91.54,312.22,1067.32,1
2026-02-12 02:37:10.227586,2,63.01,61.74,146.34,215.08,0
2026-02-12 02:37:11.227586,4,61.87,54.48,106.86,281.06,0
2026-02-12 02:37:12.227586,3,48.45,77.4,100.64,215.54,0
2026-02-12 02:37:13.227586,2,51.0,72.07,122.08,247.56,0
2026-02-12 02:37:14.227586,4,60.12,68.34,113.73,291.99,0
2026-02-12 02:37:15.227586,4,45.1,44.5,101.47,257.56,0
2026-02-12 02:37:16.227586,4,48.25,62.73,108.64,233.31,0
2026-02-12 02:37:17.227586,4,49.25,51.37,109.37,253.35,0
2026-02-12 02:37:18.227586,5,62.84,54.98,87.37,311.36,0
2026-02-12 02:37:19.227586,4,58.23,50.52,87.32,283.98,0
2026-02-12 02:37:20.227586,5,93.28,99.5,309.69,861.94,1
2026-02-12 02:37:21.227586,1,41.68,63.41,91.9,293.21,0
2026-02-12 02:37:22.227586,5,81.03,60.12,85.35,233.0,0
2026-02-12 02:37:23.227586,1,75.14,56.84,111.91,210.79,0
2026-02-12 02:37:24.227586,1,49.86,65.74,116.9,215.15,0
2026-02-12 02:37:25.227586,3,40.32,48.76,139.1,342.77,0
2026-02-12 02:37:26.227586,5,58.42,70.26,84.31,255.01,0
2026-02-12 02:37:27.227586,2,68.53,56.25,102.65,323.15,0
2026-02-12 02:37:28.227586,2,38.48,67.51,124.02,313.06,0
2026-02-12 02:37:29.227586,3,63.42,65.07,89.72,230.08,0
2026-02-12 02:37:30.227586,5,38.74,72.6,88.93,267.27,0
2026-02-12 02:37:31.227586,1,57.25,70.9,94.33,275.56,0
2026-02-12 02:37:32.227586,3,37.52,80.18,107.57,344.0,0
2026-02-12 02:37:33.227586,1,65.55,65.44,103.07,357.43,0
2026-02-12 02:37:34.227586,2,68.34,69.08,100.41,299.96,0
2026-02-12 02:37:35.227586,4,49.06,65.01,133.17,383.26,0
2026-02-12 02:37:36.227586,2,58.77,56.77,138.62,325.07,0
2026-02-12 02:37:37.227586,3,70.28,71.53,119.87,340.17,0
2026-02-12 02:37:38.227586,3,45.0,59.29,99.0,310.37,0
2026-02-12 02:37:39.227586,5,50.69,66.48,96.24,206.33,0
